"id","date","chronological_band","polity","event","core_sources","source_caveat","actioner_representation","spatial_scope","first_depiction_file"
"ML-1512-003","1512（正德七年）","1506-1567_zhengde_jiajing","明","地方反抗、边镇调兵和宗藩危机的本年军政材料标记跨区域动员，军数与战果需要复核。","《武宗实录》正德七年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;armed_forces;local_society_and_elites;insurgents_and_mobile_groups","local_or_provincial","chapters/anchor-register/zhengde-jiajing-register.tex"
"MM-1512-LIU-LIU-QI-SUPPRESSION","1512（正德七年）","1506-1567_zhengde_jiajing","明与山东、北直隶流民武装","官军在山东、北直隶分路追击刘六、刘七等集团，主要武装至年内瓦解","《武宗实录》正德七年山东与北直隶条；《明史·流贼传》；德州、临清等地地方志兵事条","追剿、首领结局和朝廷奖惩大体可靠；官方所称歼获、余众去向和沿线受害程度主要来自战报，须以州县材料复核。","court_and_officials;armed_forces;local_society_and_elites","local_or_provincial","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1513-001","1513（正德八年）","1506-1567_zhengde_jiajing","明","清丈、库藏、差役与征解的本年记录显示财政监管压力，整饬命令不等于隐漏已被清除。（材料核查重点：诏令或奏议的形成与发受链）","《武宗实录》正德八年条；《明会典》相关条目；地方志、黄册/契约/河工材料","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。；本条特别核对诏令或奏议的形成与发受链。","court_and_officials;armed_forces;fiscal_and_commercial_actors","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1513-002","1513（正德八年）","1506-1567_zhengde_jiajing","明","正德朝内廷、人事与巡幸相关文书构成本年中枢政治线索，后出道德化叙事须与原奏疏分开。","《武宗实录》正德八年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1513-003","1513（正德八年）","1506-1567_zhengde_jiajing","明","清丈、库藏、差役与征解的本年记录显示财政监管压力，整饬命令不等于隐漏已被清除。（材料核查重点：报称信息的来源、抄传与行政分类）","《武宗实录》正德八年条；《明会典》相关条目；地方志、黄册/契约/河工材料","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。；本条特别核对报称信息的来源、抄传与行政分类。","court_and_officials;armed_forces;fiscal_and_commercial_actors","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
"MM-1513-PORTUGUESE-TAMAO-CONTACT","1513（正德八年）","1506-1567_zhengde_jiajing","明与广东沿海、葡萄牙航海者","葡萄牙航海者在屯门一带停泊并尝试贸易，为后续使团接触提供海上先例","若昂·德·巴罗斯《亚洲》早期航行记述；《明史·佛郎机传》；珠江口港航研究","早期抵达主要见于葡萄牙航海叙事，汉文记录对人名和地点较少；屯门是否等同葡文所称Tamão、到达月日与交易规模均有争论。","court_and_officials;maritime_and_foreign_polities;local_society_and_elites;fiscal_and_commercial_actors","maritime_or_transregional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1514-001","1514（正德九年）二月10日","1506-1567_zhengde_jiajing","明","宫殿庭院内的火药帐篷着火，烧毁了住宅宫殿","《武宗实录》正德九年条；《明史·五行志》；受灾府县地方志与奏疏","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1514-002","1514（正德九年）九月","1506-1567_zhengde_jiajing","明","正德皇帝被老虎咬成重伤","《武宗实录》正德九年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1514-003","1514（正德九年）","1506-1567_zhengde_jiajing","明","东南港口、日本使团或葡萄牙接触的本年材料为海上交往留档，朝贡、私贸与冲突不可混称。","《武宗实录》正德九年条；《明史·外国传》；《朝鲜王朝实录》、琉球《历代宝案》或海外档案","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;maritime_and_foreign_polities","maritime_or_transregional","chapters/anchor-register/zhengde-jiajing-register.tex"
"MM-1514-TURPAN-HAMI-ANNEXATION","1514（正德九年）","1506-1567_zhengde_jiajing","明、哈密与吐鲁番","吐鲁番势力再次夺取哈密，明朝维系该绿洲朝贡政权的能力显著下降","《武宗实录》正德九年哈密条；《明史·西域传》；吐鲁番文书与中亚编年材料","夺取及明廷获报可靠；是否构成完全且永久的行政并入、当地社群反应和军队数额在汉文与中亚材料中不能简单等同。","court_and_officials;frontier_polities_and_communities","frontier_or_borderland","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1515-001","1515（正德十年）夏","1506-1567_zhengde_jiajing","明","京师、侍卫三万出动，重建宫殿","《武宗实录》正德十年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1515-002","1515（正德十年）","1506-1567_zhengde_jiajing","明","东南港口、日本使团或葡萄牙接触的本年材料为海上交往留档，朝贡、私贸与冲突不可混称。","《武宗实录》正德十年条；《明史·外国传》；《朝鲜王朝实录》、琉球《历代宝案》或海外档案","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;maritime_and_foreign_polities","maritime_or_transregional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1515-003","1515（正德十年）","1506-1567_zhengde_jiajing","明","地方反抗、边镇调兵和宗藩危机的本年军政材料标记跨区域动员，军数与战果需要复核。","《武宗实录》正德十年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;armed_forces;local_society_and_elites;insurgents_and_mobile_groups","local_or_provincial","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1515-004","1515（正德十年）","1506-1567_zhengde_jiajing","明","科举、讲学和官员文集的本年线索可用于追踪知识网络，主张与行政结果须分开。","《武宗实录》正德十年条；《明史·选举志》或《艺文志》；文集、碑刻或书目材料","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;religious_and_cultural_actors","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1516-001","1516（正德十一年）","1506-1567_zhengde_jiajing","明","地方反抗、边镇调兵和宗藩危机的本年军政材料标记跨区域动员，军数与战果需要复核。","《武宗实录》正德十一年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;armed_forces;local_society_and_elites;insurgents_and_mobile_groups","local_or_provincial","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1516-002","1516（正德十一年）","1506-1567_zhengde_jiajing","明","科举、讲学和官员文集的本年线索可用于追踪知识网络，主张与行政结果须分开。","《武宗实录》正德十一年条；《明史·选举志》或《艺文志》；文集、碑刻或书目材料","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;religious_and_cultural_actors","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1516-003","1516（正德十一年）","1506-1567_zhengde_jiajing","明","清丈、库藏、差役与征解的本年记录显示财政监管压力，整饬命令不等于隐漏已被清除。","《武宗实录》正德十一年条；《明会典》相关条目；地方志、黄册/契约/河工材料","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;armed_forces;fiscal_and_commercial_actors","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1517-001","1517（正德十二年）十月16日","1506-1567_zhengde_jiajing","明","达延汗袭击明朝","《武宗实录》正德十二年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1517-002","1517（正德十二年）十月20日","1506-1567_zhengde_jiajing","明","正德皇帝击退达延汗的袭击","《武宗实录》正德十二年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1517-003","1517（正德十二年）","1506-1567_zhengde_jiajing","明","托梅·皮雷抵达广州","《武宗实录》正德十二年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
"MM-1517-PORTUGUESE-EMBASSY","1517（正德十二年）","1506-1567_zhengde_jiajing","明与广东、葡萄牙使团","葡萄牙使团抵达广东，托名满剌加使者请求入朝","《武宗实录》正德十二年广东条；《明史·佛郎机传》；葡萄牙使团书信与航海记载","使团抵粤和请求入朝可由中葡材料互证；使团身份、翻译过程及其代表的贸易利益在两类材料中表述不同。","court_and_officials;maritime_and_foreign_polities;local_society_and_elites","maritime_or_transregional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1518-001","1518（正德十三年）一月","1506-1567_zhengde_jiajing","明","正德皇帝因没有给他足够的钱财而被囚禁在北京","《武宗实录》正德十三年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;fiscal_and_commercial_actors","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1518-002","1518（正德十三年）","1506-1567_zhengde_jiajing","明","东南港口、日本使团或葡萄牙接触的本年材料为海上交往留档，朝贡、私贸与冲突不可混称。","《武宗实录》正德十三年条；《明史·外国传》；《朝鲜王朝实录》、琉球《历代宝案》或海外档案","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;maritime_and_foreign_polities","maritime_or_transregional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1518-003","1518（正德十三年）","1506-1567_zhengde_jiajing","明","正德朝内廷、人事与巡幸相关文书构成本年中枢政治线索，后出道德化叙事须与原奏疏分开。","《武宗实录》正德十三年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
"MM-1518-WANG-YANGMING-GANZHOU","1518（正德十三年）","1506-1567_zhengde_jiajing","明与赣南、汀漳山地","王守仁在赣南主持军政，推行保甲、招抚与军事征剿并用","《武宗实录》正德十三年赣南条；《明史·王守仁传》；《王阳明全集》奏疏与地方志","王守仁的任命和主要措施可靠；“良知教化”对基层的实际作用不能由其文集直接推定。","court_and_officials;armed_forces","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1519-001","1519（正德十四年）七月9日","1506-1567_zhengde_jiajing","明与地方反抗、流动作战集团","宁王叛乱：江西朱辰灏叛乱","《武宗实录》正德十四年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;armed_forces;local_society_and_elites;insurgents_and_mobile_groups","local_or_provincial","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1519-002","1519（正德十四年）七月13日","1506-1567_zhengde_jiajing","明与地方反抗、流动作战集团","宁王叛乱：叛军攻克九江","《武宗实录》正德十四年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;armed_forces;local_society_and_elites;insurgents_and_mobile_groups","local_or_provincial","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1519-003","1519（正德十四年）七月23日","1506-1567_zhengde_jiajing","明、后金（清）与辽东诸势力","宁王叛乱：叛军围攻安庆","《武宗实录》正德十四年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;armed_forces;frontier_polities_and_communities;insurgents_and_mobile_groups","frontier_or_borderland","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1519-004","1519（正德十四年）八月9日","1506-1567_zhengde_jiajing","明、后金（清）与辽东诸势力","宁王叛乱：叛军解围安庆","《武宗实录》正德十四年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;armed_forces;frontier_polities_and_communities;insurgents_and_mobile_groups","frontier_or_borderland","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1519-005","1519（正德十四年）八月13日","1506-1567_zhengde_jiajing","明与地方反抗、流动作战集团","宁王叛乱：清军攻克南昌","《武宗实录》正德十四年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;armed_forces;local_society_and_elites;insurgents_and_mobile_groups","local_or_provincial","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1519-006","1519（正德十四年）八月15日","1506-1567_zhengde_jiajing","明与地方反抗、流动作战集团","宁王叛乱：朱辰灏军大败","《武宗实录》正德十四年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;armed_forces;local_society_and_elites;insurgents_and_mobile_groups","local_or_provincial","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1519-007","1519（正德十四年）八月20日","1506-1567_zhengde_jiajing","明与地方反抗、流动作战集团","宁王叛乱：朱辰浩逃离舰队被俘","《武宗实录》正德十四年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;armed_forces;local_society_and_elites;insurgents_and_mobile_groups","local_or_provincial","chapters/anchor-register/zhengde-jiajing-register.tex"
"MM-1519-WUZONG-SOUTHERN-TOUR","1519（正德十四年）","1506-1567_zhengde_jiajing","明与南直隶、江西","宁王之变已受控制后，武宗仍南巡并以亲临军务为名驻跸江南","《武宗实录》正德十四年南巡条；《明史·武宗本纪》；王守仁与江南官员奏疏","南巡、驻跸与随行机构可由实录和官员文集互证；皇帝动机、行程细节与地方耗费在批评奏疏和官修记录中立场差异很大。","court_and_officials;armed_forces;local_society_and_elites","local_or_provincial","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1520-001","1520（正德十五年）一月","1506-1567_zhengde_jiajing","明","正德皇帝禁止宰猪","《武宗实录》正德十五年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1520-003","1520（正德十五年）","1506-1567_zhengde_jiajing","明","科举、讲学和官员文集的本年线索可用于追踪知识网络，主张与行政结果须分开。","《武宗实录》正德十五年条；《明史·选举志》或《艺文志》；文集、碑刻或书目材料","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;religious_and_cultural_actors","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1520-004","1520（正德十五年）","1506-1567_zhengde_jiajing","明","地方反抗、边镇调兵和宗藩危机的本年军政材料标记跨区域动员，军数与战果需要复核。","《武宗实录》正德十五年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;armed_forces;local_society_and_elites;insurgents_and_mobile_groups","local_or_provincial","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1521-001","1521（正德十六年）四月20日","1506-1567_zhengde_jiajing","明","正德皇帝驾崩","《武宗实录》正德十六年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1521-002","1521（正德十六年）四月21日","1506-1567_zhengde_jiajing","明","托梅·皮雷的政党被驱逐出北京","《武宗实录》正德十六年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1521-003","1521（正德十六年）四月27日","1506-1567_zhengde_jiajing","明","朱厚熜即位嘉靖皇帝","《武宗实录》正德十六年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1521-004","1521（正德十六年）五月","1506-1567_zhengde_jiajing","明与海上、朝贡相关政权","屯门之战：明军将拒绝离开的葡萄牙舰队驱逐出屯门","《武宗实录》正德十六年条；《明史·外国传》；《朝鲜王朝实录》、琉球《历代宝案》或海外档案","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;armed_forces;maritime_and_foreign_polities","maritime_or_transregional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1521-005","1521（正德十六年）","1506-1567_zhengde_jiajing","明","宫殿重建完成","《武宗实录》正德十六年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
"MM-1521-JIAJING-ACCESSION","1521（嘉靖元年）四月","1506-1567_zhengde_jiajing","明","武宗无子而死，兴王朱厚熜入继帝位，次年改元嘉靖","《武宗实录》正德十六年条；《世宗实录》嘉靖元年即位条；《明史·世宗本纪》","武宗死、朱厚熜即位与改元程序可靠；“入继”所含继统与继嗣的礼制含义正是当时争论所在。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
"MM-1521-YANG-TINGHE-REFORMS","1521（嘉靖元年）","1506-1567_zhengde_jiajing","明","杨廷和等在嘉靖初裁革部分正德末近侍机构和冗费","《世宗实录》嘉靖元年条；《明史·杨廷和传》；《明史·食货志》","裁革若干机构与费用的政令可证；节省数额及其在地方财政中的效果不能以诏令推断。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1522-001","1522（嘉靖元年）","1506-1567_zhengde_jiajing","明与海上、朝贡相关政权","禁止葡萄牙人在广州进行贸易","《世宗实录》嘉靖元年条；《明史·外国传》；《朝鲜王朝实录》、琉球《历代宝案》或海外档案","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;maritime_and_foreign_polities;fiscal_and_commercial_actors","maritime_or_transregional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1522-002","1522（嘉靖元年）","1506-1567_zhengde_jiajing","明与海上、朝贡相关政权","山草湾海战：葡萄牙舰队在大屿山附近冲破明朝封锁线，伤亡惨重成功撤离","《世宗实录》嘉靖元年条；《明史·外国传》；《朝鲜王朝实录》、琉球《历代宝案》或海外档案","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;armed_forces;maritime_and_foreign_polities","maritime_or_transregional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1522-003","1522（嘉靖元年）","1506-1567_zhengde_jiajing","明","清丈、库藏、差役与征解的本年记录显示财政监管压力，整饬命令不等于隐漏已被清除。","《世宗实录》嘉靖元年条；《明会典》相关条目；地方志、黄册/契约/河工材料","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;armed_forces;fiscal_and_commercial_actors","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1523-001","1523（嘉靖二年）五月","1506-1567_zhengde_jiajing","明","宁波事件：细川商团攻击大内商团，抢劫宁波，夺取船只，并在起航前杀死一名明将；中国朝贡体系失去海上贸易价值","《世宗实录》嘉靖二年条；《明会典》相关条目；地方志、黄册/契约/河工材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;armed_forces;maritime_and_foreign_polities;fiscal_and_commercial_actors","maritime_or_transregional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1523-002","1523（嘉靖二年）","1506-1567_zhengde_jiajing","明与海上、朝贡相关政权","明朝根据葡萄牙设计生产后装旋转枪。","《世宗实录》嘉靖二年条；《明史·外国传》；《朝鲜王朝实录》、琉球《历代宝案》或海外档案","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;maritime_and_foreign_polities","maritime_or_transregional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1523-003","1523（嘉靖二年）","1506-1567_zhengde_jiajing","明","东南港口、日本使团或葡萄牙接触的本年材料为海上交往留档，朝贡、私贸与冲突不可混称。","《世宗实录》嘉靖二年条；《明史·外国传》；《朝鲜王朝实录》、琉球《历代宝案》或海外档案","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;maritime_and_foreign_polities","maritime_or_transregional","chapters/anchor-register/zhengde-jiajing-register.tex"
"MM-1523-NINGBO-TRIBUTE-CONFLICT","1523（嘉靖二年）","1506-1567_zhengde_jiajing","明与宁波、日本使团","两支日本朝贡使团在宁波因勘合、赏赐与入港次序冲突并发生暴力，明廷随后收紧相关朝贡管理","《世宗实录》嘉靖二年宁波条；《明史·日本传》；日本僧侣日记与勘合贸易研究","冲突及朝廷处置可靠；明方以倭寇概括不同使团、商人和武装随从，日本双方责任与死伤须同日方材料比较。","court_and_officials;maritime_and_foreign_polities","maritime_or_transregional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1524-001","1524（嘉靖三年）八月","1506-1567_zhengde_jiajing","明与地方反抗、流动作战集团","大同叛军驻军","《世宗实录》嘉靖三年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;armed_forces;local_society_and_elites;insurgents_and_mobile_groups","local_or_provincial","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1524-002","1524（嘉靖三年）","1506-1567_zhengde_jiajing","明","明吐鲁番冲突：吐鲁番攻打甘州，被击退","《世宗实录》嘉靖三年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;armed_forces;frontier_polities_and_communities","frontier_or_borderland","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1525-001","1525（嘉靖四年）四月","1506-1567_zhengde_jiajing","明与地方反抗、流动作战集团","大同起义军被击败","《世宗实录》嘉靖四年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;armed_forces;local_society_and_elites;insurgents_and_mobile_groups","local_or_provincial","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1525-002","1525（嘉靖四年）","1506-1567_zhengde_jiajing","明","嘉靖倭口突袭：双榆成为贸易飞地","《世宗实录》嘉靖四年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;maritime_and_foreign_polities;fiscal_and_commercial_actors","maritime_or_transregional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1525-003","1525（嘉靖四年）","1506-1567_zhengde_jiajing","明","一些福建商人会说台湾语","《世宗实录》嘉靖四年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;maritime_and_foreign_polities;local_society_and_elites;fiscal_and_commercial_actors","maritime_or_transregional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1525-004","1525（嘉靖四年）","1506-1567_zhengde_jiajing","明","嘉靖朝礼制、内阁与人事的本年诏令和奏议形成中枢协调线索，留中与施行之间应予区分。","《世宗实录》嘉靖四年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;religious_and_cultural_actors","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
"MM-1525-YANG-TINGHE-DISMISSAL","1525（嘉靖四年）","1506-1567_zhengde_jiajing","明","杨廷和在大礼议冲突中失势致仕，嘉靖朝内阁权力格局改变","《世宗实录》嘉靖四年二月条；《明史·杨廷和传》；杨廷和奏疏与年谱","致仕诏令和时序可靠；其是否单纯因反对大礼而去职，应区分皇帝裁决、内阁关系和后世传记的归因。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
"ML-1526-001","1526（嘉靖五年）","1506-1567_zhengde_jiajing","明","北京遭遇饥荒","《世宗实录》嘉靖五年条；《明史·五行志》；受灾府县地方志与奏疏","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/zhengde-jiajing-register.tex"
