"id","date","polity","event","confidence","core_sources","modern_direction","cause","consequence","target","evidence_type","source_locator","source_caveat","year_ce","chronological_band","tier","actioner_representation","spatial_scope","source_caveat_class"
"EQ-1645-ZHEJIANG-CONQUEST-PRELUDE","顺治二年六月至十月（1645年）","清与南明鲁王集团、浙江地方势力","「清军进取杭州、绍兴等地，南明鲁王政权转入浙东及海上活动」之前的条件、信息和争议已通过中央与地方材料显现，构成该事件可追踪的前史节点","材料层次不一；此 C 级前史节点仅界定可回查的条件与信息链，不把后出解释或单方叙事写成已证实的直接动因。","《清世祖实录》顺治二年六月至十月；《清史稿·鲁王传》；《浙江通志》与鲁王政权文书辑录；同时期地方档案、地方志、日记或对方材料应按具体地区补检","浙东海上抵抗、地方士绅与区域控制碎片化","南京失守后浙东军民与明宗室试图保持独立指挥，清军沿水陆节点分割其资源","为核心事件「清军进取杭州、绍兴等地，南明鲁王政权转入浙东及海上活动」提供时间、资源和行动者条件的检索入口，不能替代对核心事件本身的取证。","chapters/early-qing/southern-conquest.tex","annalistic_record","《清世祖实录》顺治二年六月至十月；《清史稿·鲁王传》；《浙江通志》与鲁王政权文书辑录；并检索相应地区的地方材料","官修编年和地方材料的记录密度与立场并不相同；本行不将条件、传闻、呈报或后见解释直接等同为确定因果。","1645","1644-1683_conquest_early_kangxi","B","court_and_officials;armed_forces;maritime_and_foreign_polities;local_society_and_elites","maritime_or_transregional","annalistic_selection_limit"
"EQ-1645-ZHEJIANG-CONQUEST-DECISION","顺治二年六月至十月（1645年）","清与南明鲁王集团、浙江地方势力","围绕「清军进取杭州、绍兴等地，南明鲁王政权转入浙东及海上活动」的命令、调度、照会或呈报形成独立的中央—地方行动文书链","可确认相关命令、呈报或交涉进入文书流程；命令发出、地方收到、执行过程与实际结果必须分开核验。","《清世祖实录》顺治二年六月至十月；《清史稿·鲁王传》；《浙江通志》与鲁王政权文书辑录","浙东海上抵抗、地方士绅与区域控制碎片化","核心事件「清军进取杭州、绍兴等地，南明鲁王政权转入浙东及海上活动」要求相关机构处理人事、资源、军事、外交或司法事务。","清廷取得浙江大部城镇，鲁王集团与郑氏网络相连，海疆战争成为长期问题","chapters/early-qing/southern-conquest.tex","official_or_administrative_document","《清世祖实录》顺治二年六月至十月；《清史稿·鲁王传》；《浙江通志》与鲁王政权文书辑录","奏折、上谕、部议、军机档或条约可证明行政动作和机构立场，不自动证明所有地区、群体或对手按其意图行动。","1645","1644-1683_conquest_early_kangxi","A","court_and_officials;armed_forces;maritime_and_foreign_polities;local_society_and_elites","maritime_or_transregional","official_administrative_scope_limit"
"EQ-1645-ZHEJIANG-CONQUEST-AFTERMATH","顺治二年六月至十月（1645年）","清与南明鲁王集团、浙江地方势力","「清军进取杭州、绍兴等地，南明鲁王政权转入浙东及海上活动」引发的善后、执行或地方回应构成可由不同材料追踪的后续节点","后续影响的时序和范围往往不齐；此 C 级节点保留善后与地方反应的追踪问题，不把政策文本或战报直接等同于社会结果。","《清世祖实录》顺治二年六月至十月；《清史稿·鲁王传》；《浙江通志》与鲁王政权文书辑录；相关地区的档案、志书、契约、报刊或对方材料","浙东海上抵抗、地方士绅与区域控制碎片化","核心事件「清军进取杭州、绍兴等地，南明鲁王政权转入浙东及海上活动」改变了相关行动者面对的资源、秩序或风险。","清廷取得浙江大部城镇，鲁王集团与郑氏网络相连，海疆战争成为长期问题","chapters/early-qing/southern-conquest.tex","narrative_text","《清世祖实录》顺治二年六月至十月；《清史稿·鲁王传》；《浙江通志》与鲁王政权文书辑录；并与相关地区地方材料交叉核验","战后、改革后或条约后的记忆、地方记录和官方总结常具有事后选择性；后续影响须按地点、群体和时间分层，不作整体化推断。","1645","1644-1683_conquest_early_kangxi","B","court_and_officials;armed_forces;maritime_and_foreign_polities;local_society_and_elites","maritime_or_transregional","narrative_perspective_limit"
"EQ-1646-LONGWU-CAPTURE-PRELUDE","顺治三年八月（1646年）","清与南明隆武政权","「清军在闽北俘杀隆武帝朱聿键，隆武朝终结」之前的条件、信息和争议已通过中央与地方材料显现，构成该事件可追踪的前史节点","材料层次不一；此 C 级前史节点仅界定可回查的条件与信息链，不把后出解释或单方叙事写成已证实的直接动因。","《清世祖实录》顺治三年八月；《清史稿·隆武帝本纪》；《福建通志》与黄道周文集相关记载；同时期地方档案、地方志、日记或对方材料应按具体地区补检","福建征服、隆武朝廷与郑氏的早期关系","清军由浙赣入闽，隆武政权军饷和将领协调不足且难以掌握山海通道","为核心事件「清军在闽北俘杀隆武帝朱聿键，隆武朝终结」提供时间、资源和行动者条件的检索入口，不能替代对核心事件本身的取证。","chapters/early-qing/southern-conquest.tex","annalistic_record","《清世祖实录》顺治三年八月；《清史稿·隆武帝本纪》；《福建通志》与黄道周文集相关记载；并检索相应地区的地方材料","官修编年和地方材料的记录密度与立场并不相同；本行不将条件、传闻、呈报或后见解释直接等同为确定因果。","1646","1644-1683_conquest_early_kangxi","B","court_and_officials;armed_forces;local_society_and_elites","local_or_provincial","annalistic_selection_limit"
"EQ-1646-LONGWU-CAPTURE-DECISION","顺治三年八月（1646年）","清与南明隆武政权","围绕「清军在闽北俘杀隆武帝朱聿键，隆武朝终结」的命令、调度、照会或呈报形成独立的中央—地方行动文书链","可确认相关命令、呈报或交涉进入文书流程；命令发出、地方收到、执行过程与实际结果必须分开核验。","《清世祖实录》顺治三年八月；《清史稿·隆武帝本纪》；《福建通志》与黄道周文集相关记载","福建征服、隆武朝廷与郑氏的早期关系","核心事件「清军在闽北俘杀隆武帝朱聿键，隆武朝终结」要求相关机构处理人事、资源、军事、外交或司法事务。","闽中明廷名义被打断，郑氏网络和地方武装成为东南抗清的重要行动者","chapters/early-qing/southern-conquest.tex","official_or_administrative_document","《清世祖实录》顺治三年八月；《清史稿·隆武帝本纪》；《福建通志》与黄道周文集相关记载","奏折、上谕、部议、军机档或条约可证明行政动作和机构立场，不自动证明所有地区、群体或对手按其意图行动。","1646","1644-1683_conquest_early_kangxi","A","court_and_officials;armed_forces;local_society_and_elites","local_or_provincial","official_administrative_scope_limit"
"EQ-1646-LONGWU-CAPTURE-AFTERMATH","顺治三年八月（1646年）","清与南明隆武政权","「清军在闽北俘杀隆武帝朱聿键，隆武朝终结」引发的善后、执行或地方回应构成可由不同材料追踪的后续节点","后续影响的时序和范围往往不齐；此 C 级节点保留善后与地方反应的追踪问题，不把政策文本或战报直接等同于社会结果。","《清世祖实录》顺治三年八月；《清史稿·隆武帝本纪》；《福建通志》与黄道周文集相关记载；相关地区的档案、志书、契约、报刊或对方材料","福建征服、隆武朝廷与郑氏的早期关系","核心事件「清军在闽北俘杀隆武帝朱聿键，隆武朝终结」改变了相关行动者面对的资源、秩序或风险。","闽中明廷名义被打断，郑氏网络和地方武装成为东南抗清的重要行动者","chapters/early-qing/southern-conquest.tex","narrative_text","《清世祖实录》顺治三年八月；《清史稿·隆武帝本纪》；《福建通志》与黄道周文集相关记载；并与相关地区地方材料交叉核验","战后、改革后或条约后的记忆、地方记录和官方总结常具有事后选择性；后续影响须按地点、群体和时间分层，不作整体化推断。","1646","1644-1683_conquest_early_kangxi","B","court_and_officials;armed_forces;local_society_and_elites","local_or_provincial","narrative_perspective_limit"
"EQ-1646-SHAOWU-GUANGZHOU-PRELUDE","顺治三年十一月（1646年）","清与南明绍武政权","「清军攻入广州，绍武帝朱聿𨮁被杀，广州短暂的绍武朝结束」之前的条件、信息和争议已通过中央与地方材料显现，构成该事件可追踪的前史节点","材料层次不一；此 C 级前史节点仅界定可回查的条件与信息链，不把后出解释或单方叙事写成已证实的直接动因。","《清世祖实录》顺治三年十一月；《清史稿·绍武帝本纪》；《广东通志》及南明文集；同时期地方档案、地方志、日记或对方材料应按具体地区补检","两广明廷竞争、广州港口与地方军政","隆武朝覆灭后明宗室在广东争夺名义中心，内部冲突削弱对清军进攻的协调","为核心事件「清军攻入广州，绍武帝朱聿𨮁被杀，广州短暂的绍武朝结束」提供时间、资源和行动者条件的检索入口，不能替代对核心事件本身的取证。","chapters/early-qing/southern-conquest.tex","annalistic_record","《清世祖实录》顺治三年十一月；《清史稿·绍武帝本纪》；《广东通志》及南明文集；并检索相应地区的地方材料","官修编年和地方材料的记录密度与立场并不相同；本行不将条件、传闻、呈报或后见解释直接等同为确定因果。","1646","1644-1683_conquest_early_kangxi","B","court_and_officials;armed_forces;local_society_and_elites","local_or_provincial","annalistic_selection_limit"
"EQ-1646-SHAOWU-GUANGZHOU-DECISION","顺治三年十一月（1646年）","清与南明绍武政权","围绕「清军攻入广州，绍武帝朱聿𨮁被杀，广州短暂的绍武朝结束」的命令、调度、照会或呈报形成独立的中央—地方行动文书链","可确认相关命令、呈报或交涉进入文书流程；命令发出、地方收到、执行过程与实际结果必须分开核验。","《清世祖实录》顺治三年十一月；《清史稿·绍武帝本纪》；《广东通志》及南明文集","两广明廷竞争、广州港口与地方军政","核心事件「清军攻入广州，绍武帝朱聿𨮁被杀，广州短暂的绍武朝结束」要求相关机构处理人事、资源、军事、外交或司法事务。","永历政权成为西南主要明廷名义，广东沿海郑氏与地方势力继续影响战局","chapters/early-qing/southern-conquest.tex","official_or_administrative_document","《清世祖实录》顺治三年十一月；《清史稿·绍武帝本纪》；《广东通志》及南明文集","奏折、上谕、部议、军机档或条约可证明行政动作和机构立场，不自动证明所有地区、群体或对手按其意图行动。","1646","1644-1683_conquest_early_kangxi","A","court_and_officials;armed_forces;local_society_and_elites","local_or_provincial","official_administrative_scope_limit"
"EQ-1646-SHAOWU-GUANGZHOU-AFTERMATH","顺治三年十一月（1646年）","清与南明绍武政权","「清军攻入广州，绍武帝朱聿𨮁被杀，广州短暂的绍武朝结束」引发的善后、执行或地方回应构成可由不同材料追踪的后续节点","后续影响的时序和范围往往不齐；此 C 级节点保留善后与地方反应的追踪问题，不把政策文本或战报直接等同于社会结果。","《清世祖实录》顺治三年十一月；《清史稿·绍武帝本纪》；《广东通志》及南明文集；相关地区的档案、志书、契约、报刊或对方材料","两广明廷竞争、广州港口与地方军政","核心事件「清军攻入广州，绍武帝朱聿𨮁被杀，广州短暂的绍武朝结束」改变了相关行动者面对的资源、秩序或风险。","永历政权成为西南主要明廷名义，广东沿海郑氏与地方势力继续影响战局","chapters/early-qing/southern-conquest.tex","narrative_text","《清世祖实录》顺治三年十一月；《清史稿·绍武帝本纪》；《广东通志》及南明文集；并与相关地区地方材料交叉核验","战后、改革后或条约后的记忆、地方记录和官方总结常具有事后选择性；后续影响须按地点、群体和时间分层，不作整体化推断。","1646","1644-1683_conquest_early_kangxi","B","court_and_officials;armed_forces;local_society_and_elites","local_or_provincial","narrative_perspective_limit"
"EQ-1646-YONGLI-ZHAOQING-PRELUDE","永历元年／顺治三年（1646年冬）","南明永历政权与清","「朱由榔在肇庆即位为永历帝，建立延续至西南的南明朝廷」之前的条件、信息和争议已通过中央与地方材料显现，构成该事件可追踪的前史节点","材料层次不一；此 C 级前史节点仅界定可回查的条件与信息链，不把后出解释或单方叙事写成已证实的直接动因。","《清世祖实录》顺治三年两广军报；《清史稿·永历帝本纪》；《永历实录》与《肇庆府志》；同时期地方档案、地方志、日记或对方材料应按具体地区补检","永历朝形成、两广地方网络与南明多中心政治","绍武朝覆灭及明宗室分散，迫使支持者在两广重建朝廷；西南军政资源提供退守条件","为核心事件「朱由榔在肇庆即位为永历帝，建立延续至西南的南明朝廷」提供时间、资源和行动者条件的检索入口，不能替代对核心事件本身的取证。","chapters/early-qing/southern-conquest.tex","annalistic_record","《清世祖实录》顺治三年两广军报；《清史稿·永历帝本纪》；《永历实录》与《肇庆府志》；并检索相应地区的地方材料","官修编年和地方材料的记录密度与立场并不相同；本行不将条件、传闻、呈报或后见解释直接等同为确定因果。","1646","1644-1683_conquest_early_kangxi","A","court_and_officials;local_society_and_elites","local_or_provincial","annalistic_selection_limit"
"EQ-1646-YONGLI-ZHAOQING-DECISION","永历元年／顺治三年（1646年冬）","南明永历政权与清","围绕「朱由榔在肇庆即位为永历帝，建立延续至西南的南明朝廷」的命令、调度、照会或呈报形成独立的中央—地方行动文书链","可确认相关命令、呈报或交涉进入文书流程；命令发出、地方收到、执行过程与实际结果必须分开核验。","《清世祖实录》顺治三年两广军报；《清史稿·永历帝本纪》；《永历实录》与《肇庆府志》","永历朝形成、两广地方网络与南明多中心政治","核心事件「朱由榔在肇庆即位为永历帝，建立延续至西南的南明朝廷」要求相关机构处理人事、资源、军事、外交或司法事务。","永历年号成为西南抗清行动的共同名义，清军须把两广、贵州、云南与缅甸路线连为战场","chapters/early-qing/southern-conquest.tex","official_or_administrative_document","《清世祖实录》顺治三年两广军报；《清史稿·永历帝本纪》；《永历实录》与《肇庆府志》","奏折、上谕、部议、军机档或条约可证明行政动作和机构立场，不自动证明所有地区、群体或对手按其意图行动。","1646","1644-1683_conquest_early_kangxi","A","court_and_officials;armed_forces;local_society_and_elites","local_or_provincial","official_administrative_scope_limit"
"EQ-1646-YONGLI-ZHAOQING-AFTERMATH","永历元年／顺治三年（1646年冬）","南明永历政权与清","「朱由榔在肇庆即位为永历帝，建立延续至西南的南明朝廷」引发的善后、执行或地方回应构成可由不同材料追踪的后续节点","后续影响的时序和范围往往不齐；此 C 级节点保留善后与地方反应的追踪问题，不把政策文本或战报直接等同于社会结果。","《清世祖实录》顺治三年两广军报；《清史稿·永历帝本纪》；《永历实录》与《肇庆府志》；相关地区的档案、志书、契约、报刊或对方材料","永历朝形成、两广地方网络与南明多中心政治","核心事件「朱由榔在肇庆即位为永历帝，建立延续至西南的南明朝廷」改变了相关行动者面对的资源、秩序或风险。","永历年号成为西南抗清行动的共同名义，清军须把两广、贵州、云南与缅甸路线连为战场","chapters/early-qing/southern-conquest.tex","narrative_text","《清世祖实录》顺治三年两广军报；《清史稿·永历帝本纪》；《永历实录》与《肇庆府志》；并与相关地区地方材料交叉核验","战后、改革后或条约后的记忆、地方记录和官方总结常具有事后选择性；后续影响须按地点、群体和时间分层，不作整体化推断。","1646","1644-1683_conquest_early_kangxi","A","court_and_officials;local_society_and_elites","local_or_provincial","narrative_perspective_limit"
"EQ-1648-JIN-SHENGHUAN-PRELUDE","顺治五年（1648年）","清、江西与金声桓集团","「南昌守将金声桓反清并改奉南明，江西战局重新打开」之前的条件、信息和争议已通过中央与地方材料显现，构成该事件可追踪的前史节点","材料层次不一；此 C 级前史节点仅界定可回查的条件与信息链，不把后出解释或单方叙事写成已证实的直接动因。","《清世祖实录》顺治五年江西军报；《清史稿·金声桓传》；《南昌府志》与南明永历朝文书；同时期地方档案、地方志、日记或对方材料应按具体地区补检","降将再选择、江西财政与南明联络","清初任用降将以快速覆盖江南，但军饷、地位和地方网络未稳定；南明仍可提供合法性资源","为核心事件「南昌守将金声桓反清并改奉南明，江西战局重新打开」提供时间、资源和行动者条件的检索入口，不能替代对核心事件本身的取证。","chapters/early-qing/southern-conquest.tex","annalistic_record","《清世祖实录》顺治五年江西军报；《清史稿·金声桓传》；《南昌府志》与南明永历朝文书；并检索相应地区的地方材料","官修编年和地方材料的记录密度与立场并不相同；本行不将条件、传闻、呈报或后见解释直接等同为确定因果。","1648","1644-1683_conquest_early_kangxi","B","court_and_officials;armed_forces;local_society_and_elites","local_or_provincial","annalistic_selection_limit"
"EQ-1648-JIN-SHENGHUAN-DECISION","顺治五年（1648年）","清、江西与金声桓集团","围绕「南昌守将金声桓反清并改奉南明，江西战局重新打开」的命令、调度、照会或呈报形成独立的中央—地方行动文书链","可确认相关命令、呈报或交涉进入文书流程；命令发出、地方收到、执行过程与实际结果必须分开核验。","《清世祖实录》顺治五年江西军报；《清史稿·金声桓传》；《南昌府志》与南明永历朝文书","降将再选择、江西财政与南明联络","核心事件「南昌守将金声桓反清并改奉南明，江西战局重新打开」要求相关机构处理人事、资源、军事、外交或司法事务。","清廷被迫向江西投入围城和调兵资源，显示占领区行政接收不等于长期服从","chapters/early-qing/southern-conquest.tex","official_or_administrative_document","《清世祖实录》顺治五年江西军报；《清史稿·金声桓传》；《南昌府志》与南明永历朝文书","奏折、上谕、部议、军机档或条约可证明行政动作和机构立场，不自动证明所有地区、群体或对手按其意图行动。","1648","1644-1683_conquest_early_kangxi","A","court_and_officials;armed_forces;local_society_and_elites","local_or_provincial","official_administrative_scope_limit"
"EQ-1648-JIN-SHENGHUAN-AFTERMATH","顺治五年（1648年）","清、江西与金声桓集团","「南昌守将金声桓反清并改奉南明，江西战局重新打开」引发的善后、执行或地方回应构成可由不同材料追踪的后续节点","后续影响的时序和范围往往不齐；此 C 级节点保留善后与地方反应的追踪问题，不把政策文本或战报直接等同于社会结果。","《清世祖实录》顺治五年江西军报；《清史稿·金声桓传》；《南昌府志》与南明永历朝文书；相关地区的档案、志书、契约、报刊或对方材料","降将再选择、江西财政与南明联络","核心事件「南昌守将金声桓反清并改奉南明，江西战局重新打开」改变了相关行动者面对的资源、秩序或风险。","清廷被迫向江西投入围城和调兵资源，显示占领区行政接收不等于长期服从","chapters/early-qing/southern-conquest.tex","narrative_text","《清世祖实录》顺治五年江西军报；《清史稿·金声桓传》；《南昌府志》与南明永历朝文书；并与相关地区地方材料交叉核验","战后、改革后或条约后的记忆、地方记录和官方总结常具有事后选择性；后续影响须按地点、群体和时间分层，不作整体化推断。","1648","1644-1683_conquest_early_kangxi","B","court_and_officials;armed_forces;local_society_and_elites","local_or_provincial","narrative_perspective_limit"
"EQ-1648-LI-CHENGDONG-PRELUDE","顺治五年（1648年）","清、广东与李成栋集团","「广东清将李成栋反清，广州一度转入永历朝控制」之前的条件、信息和争议已通过中央与地方材料显现，构成该事件可追踪的前史节点","材料层次不一；此 C 级前史节点仅界定可回查的条件与信息链，不把后出解释或单方叙事写成已证实的直接动因。","《清世祖实录》顺治五年广东军报；《清史稿·李成栋传》；《广东通志》及永历朝诏敕辑录；同时期地方档案、地方志、日记或对方材料应按具体地区补检","广东降将政治、港口资源与永历朝复兴","清军依靠原明将领维系两广，军功分配与中央控制的矛盾给永历朝重新联络的空间","为核心事件「广东清将李成栋反清，广州一度转入永历朝控制」提供时间、资源和行动者条件的检索入口，不能替代对核心事件本身的取证。","chapters/early-qing/southern-conquest.tex","annalistic_record","《清世祖实录》顺治五年广东军报；《清史稿·李成栋传》；《广东通志》及永历朝诏敕辑录；并检索相应地区的地方材料","官修编年和地方材料的记录密度与立场并不相同；本行不将条件、传闻、呈报或后见解释直接等同为确定因果。","1648","1644-1683_conquest_early_kangxi","B","court_and_officials;local_society_and_elites","local_or_provincial","annalistic_selection_limit"
"EQ-1648-LI-CHENGDONG-DECISION","顺治五年（1648年）","清、广东与李成栋集团","围绕「广东清将李成栋反清，广州一度转入永历朝控制」的命令、调度、照会或呈报形成独立的中央—地方行动文书链","可确认相关命令、呈报或交涉进入文书流程；命令发出、地方收到、执行过程与实际结果必须分开核验。","《清世祖实录》顺治五年广东军报；《清史稿·李成栋传》；《广东通志》及永历朝诏敕辑录","广东降将政治、港口资源与永历朝复兴","核心事件「广东清将李成栋反清，广州一度转入永历朝控制」要求相关机构处理人事、资源、军事、外交或司法事务。","两广战场扩大并与江西、闽海相连，清廷须重新部署南方军饷和将领体系","chapters/early-qing/southern-conquest.tex","official_or_administrative_document","《清世祖实录》顺治五年广东军报；《清史稿·李成栋传》；《广东通志》及永历朝诏敕辑录","奏折、上谕、部议、军机档或条约可证明行政动作和机构立场，不自动证明所有地区、群体或对手按其意图行动。","1648","1644-1683_conquest_early_kangxi","A","court_and_officials;armed_forces;local_society_and_elites","local_or_provincial","official_administrative_scope_limit"
"EQ-1648-LI-CHENGDONG-AFTERMATH","顺治五年（1648年）","清、广东与李成栋集团","「广东清将李成栋反清，广州一度转入永历朝控制」引发的善后、执行或地方回应构成可由不同材料追踪的后续节点","后续影响的时序和范围往往不齐；此 C 级节点保留善后与地方反应的追踪问题，不把政策文本或战报直接等同于社会结果。","《清世祖实录》顺治五年广东军报；《清史稿·李成栋传》；《广东通志》及永历朝诏敕辑录；相关地区的档案、志书、契约、报刊或对方材料","广东降将政治、港口资源与永历朝复兴","核心事件「广东清将李成栋反清，广州一度转入永历朝控制」改变了相关行动者面对的资源、秩序或风险。","两广战场扩大并与江西、闽海相连，清廷须重新部署南方军饷和将领体系","chapters/early-qing/southern-conquest.tex","narrative_text","《清世祖实录》顺治五年广东军报；《清史稿·李成栋传》；《广东通志》及永历朝诏敕辑录；并与相关地区地方材料交叉核验","战后、改革后或条约后的记忆、地方记录和官方总结常具有事后选择性；后续影响须按地点、群体和时间分层，不作整体化推断。","1648","1644-1683_conquest_early_kangxi","B","court_and_officials;local_society_and_elites","local_or_provincial","narrative_perspective_limit"
"EQ-1649-NANCHANG-PRELUDE","顺治六年正月至三月（1649年）","清与金声桓集团","「清军围攻并攻取南昌，金声桓反叛失败」之前的条件、信息和争议已通过中央与地方材料显现，构成该事件可追踪的前史节点","材料层次不一；此 C 级前史节点仅界定可回查的条件与信息链，不把后出解释或单方叙事写成已证实的直接动因。","《清世祖实录》顺治六年正月至三月；《清史稿·金声桓传》；内阁大库顺治六年江西军需题本与《南昌府志》；同时期地方档案、地方志、日记或对方材料应按具体地区补检","围城战、江西粮饷与征服后的城市恢复","金声桓据南昌切断清廷赣江通道，清军需以持续军需和外围据点完成围攻","为核心事件「清军围攻并攻取南昌，金声桓反叛失败」提供时间、资源和行动者条件的检索入口，不能替代对核心事件本身的取证。","chapters/early-qing/southern-conquest.tex","annalistic_record","《清世祖实录》顺治六年正月至三月；《清史稿·金声桓传》；内阁大库顺治六年江西军需题本与《南昌府志》；并检索相应地区的地方材料","官修编年和地方材料的记录密度与立场并不相同；本行不将条件、传闻、呈报或后见解释直接等同为确定因果。","1649","1644-1683_conquest_early_kangxi","B","court_and_officials;armed_forces;local_society_and_elites","local_or_provincial","annalistic_selection_limit"
"EQ-1649-NANCHANG-DECISION","顺治六年正月至三月（1649年）","清与金声桓集团","围绕「清军围攻并攻取南昌，金声桓反叛失败」的命令、调度、照会或呈报形成独立的中央—地方行动文书链","可确认相关命令、呈报或交涉进入文书流程；命令发出、地方收到、执行过程与实际结果必须分开核验。","《清世祖实录》顺治六年正月至三月；《清史稿·金声桓传》；内阁大库顺治六年江西军需题本与《南昌府志》","围城战、江西粮饷与征服后的城市恢复","核心事件「清军围攻并攻取南昌，金声桓反叛失败」要求相关机构处理人事、资源、军事、外交或司法事务。","江西反叛中心被击破，清廷恢复通道但须面对战后税源、流民和秩序重建","chapters/early-qing/southern-conquest.tex","official_or_administrative_document","《清世祖实录》顺治六年正月至三月；《清史稿·金声桓传》；内阁大库顺治六年江西军需题本与《南昌府志》","奏折、上谕、部议、军机档或条约可证明行政动作和机构立场，不自动证明所有地区、群体或对手按其意图行动。","1649","1644-1683_conquest_early_kangxi","A","court_and_officials;armed_forces;local_society_and_elites","local_or_provincial","official_administrative_scope_limit"
"EQ-1649-NANCHANG-AFTERMATH","顺治六年正月至三月（1649年）","清与金声桓集团","「清军围攻并攻取南昌，金声桓反叛失败」引发的善后、执行或地方回应构成可由不同材料追踪的后续节点","后续影响的时序和范围往往不齐；此 C 级节点保留善后与地方反应的追踪问题，不把政策文本或战报直接等同于社会结果。","《清世祖实录》顺治六年正月至三月；《清史稿·金声桓传》；内阁大库顺治六年江西军需题本与《南昌府志》；相关地区的档案、志书、契约、报刊或对方材料","围城战、江西粮饷与征服后的城市恢复","核心事件「清军围攻并攻取南昌，金声桓反叛失败」改变了相关行动者面对的资源、秩序或风险。","江西反叛中心被击破，清廷恢复通道但须面对战后税源、流民和秩序重建","chapters/early-qing/southern-conquest.tex","narrative_text","《清世祖实录》顺治六年正月至三月；《清史稿·金声桓传》；内阁大库顺治六年江西军需题本与《南昌府志》；并与相关地区地方材料交叉核验","战后、改革后或条约后的记忆、地方记录和官方总结常具有事后选择性；后续影响须按地点、群体和时间分层，不作整体化推断。","1649","1644-1683_conquest_early_kangxi","B","court_and_officials;armed_forces;local_society_and_elites","local_or_provincial","narrative_perspective_limit"
"EQ-1650-GUANGZHOU-PRELUDE","顺治七年十一月（1650年）","清与永历朝广东守军","「清军重新攻取广州，战后杀戮与损毁规模成为广东地方记忆中的重大争议」之前的条件、信息和争议已通过中央与地方材料显现，构成该事件可追踪的前史节点","材料层次不一；此 C 级前史节点仅界定可回查的条件与信息链，不把后出解释或单方叙事写成已证实的直接动因。","《清世祖实录》顺治七年十一月；《清史稿·世祖本纪》；《广东通志》、广州地方笔记与内阁大库广东军报；同时期地方档案、地方志、日记或对方材料应按具体地区补检","广州征服暴力、海港城市与地方记忆","李成栋反叛后广东成为永历朝资源节点，清军重夺广州兼具军事和海防目的","为核心事件「清军重新攻取广州，战后杀戮与损毁规模成为广东地方记忆中的重大争议」提供时间、资源和行动者条件的检索入口，不能替代对核心事件本身的取证。","chapters/early-qing/southern-conquest.tex","annalistic_record","《清世祖实录》顺治七年十一月；《清史稿·世祖本纪》；《广东通志》、广州地方笔记与内阁大库广东军报；并检索相应地区的地方材料","官修编年和地方材料的记录密度与立场并不相同；本行不将条件、传闻、呈报或后见解释直接等同为确定因果。","1650","1644-1683_conquest_early_kangxi","B","court_and_officials;armed_forces;local_society_and_elites","local_or_provincial","annalistic_selection_limit"
"EQ-1650-GUANGZHOU-DECISION","顺治七年十一月（1650年）","清与永历朝广东守军","围绕「清军重新攻取广州，战后杀戮与损毁规模成为广东地方记忆中的重大争议」的命令、调度、照会或呈报形成独立的中央—地方行动文书链","可确认相关命令、呈报或交涉进入文书流程；命令发出、地方收到、执行过程与实际结果必须分开核验。","《清世祖实录》顺治七年十一月；《清史稿·世祖本纪》；《广东通志》、广州地方笔记与内阁大库广东军报","广州征服暴力、海港城市与地方记忆","核心事件「清军重新攻取广州，战后杀戮与损毁规模成为广东地方记忆中的重大争议」要求相关机构处理人事、资源、军事、外交或司法事务。","永历朝在两广基础削弱，广州损失与人口流动影响地方财政、宗族和港口恢复","chapters/early-qing/southern-conquest.tex","official_or_administrative_document","《清世祖实录》顺治七年十一月；《清史稿·世祖本纪》；《广东通志》、广州地方笔记与内阁大库广东军报","奏折、上谕、部议、军机档或条约可证明行政动作和机构立场，不自动证明所有地区、群体或对手按其意图行动。","1650","1644-1683_conquest_early_kangxi","A","court_and_officials;armed_forces;local_society_and_elites","local_or_provincial","official_administrative_scope_limit"
"EQ-1650-GUANGZHOU-AFTERMATH","顺治七年十一月（1650年）","清与永历朝广东守军","「清军重新攻取广州，战后杀戮与损毁规模成为广东地方记忆中的重大争议」引发的善后、执行或地方回应构成可由不同材料追踪的后续节点","后续影响的时序和范围往往不齐；此 C 级节点保留善后与地方反应的追踪问题，不把政策文本或战报直接等同于社会结果。","《清世祖实录》顺治七年十一月；《清史稿·世祖本纪》；《广东通志》、广州地方笔记与内阁大库广东军报；相关地区的档案、志书、契约、报刊或对方材料","广州征服暴力、海港城市与地方记忆","核心事件「清军重新攻取广州，战后杀戮与损毁规模成为广东地方记忆中的重大争议」改变了相关行动者面对的资源、秩序或风险。","永历朝在两广基础削弱，广州损失与人口流动影响地方财政、宗族和港口恢复","chapters/early-qing/southern-conquest.tex","narrative_text","《清世祖实录》顺治七年十一月；《清史稿·世祖本纪》；《广东通志》、广州地方笔记与内阁大库广东军报；并与相关地区地方材料交叉核验","战后、改革后或条约后的记忆、地方记录和官方总结常具有事后选择性；后续影响须按地点、群体和时间分层，不作整体化推断。","1650","1644-1683_conquest_early_kangxi","B","court_and_officials;armed_forces;local_society_and_elites","local_or_provincial","narrative_perspective_limit"
