"id","date","polity","event","confidence","core_sources","modern_direction","cause","consequence","target","source_caveat","tier"
"WZ-XUAN-BUQI-GUI","宣王时期说","周与北方政治体","不其簋记受命抵御北方来袭获赏","器铭可靠；战地有异说","不其簋；西周军旅金文断代","不其簋记受命抵御北方来袭获赏的材料层次、年代与区域比较研究","前线告急需贵族迅速动员","奖赏使地方军功可被继承","frontiers/western-pressure.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-XUAN-XIJIA-PAN","宣王时期说","周与北方边地","兮甲盘记戍守贡纳马匹管理边务","器铭可靠；条款性质有争议","兮甲盘；《诗经·采薇》","兮甲盘记戍守贡纳马匹管理边务的材料层次、年代与区域比较研究","长期戍守需登记人马物资责任","边防依赖日常转运而非只是战斗","frontiers/western-pressure.tex","传世叙事与出土或物质材料可交叉核对最小事实；器物、文本的年代与出土语境，以及其同叙事的对应，仍须逐项核验。","C"
"WZ-XUAN-XIAOKE-DING","宣王时期说","周","小克鼎等克器记服务田宅赏赐","器物存在；王名有争议","小克鼎；克盨铭文","小克鼎等克器记服务田宅赏赐的材料层次、年代与区域比较研究","重建命令网络需补偿军政职责","中兴依赖家产和服务确认","states/royal-court/late-crises.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-XUAN-LAI-DING","宣王时期说","周","逨鼎回溯先祖受命家族关系","器铭可靠；王年有争议","逨鼎；逨盘","逨鼎回溯先祖受命家族关系的材料层次、年代与区域比较研究","地方贵族须证明服务跨代连续","旧功成为王室合作凭据","common/culture-thought.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-XUAN-LAI-PAN","西周晚期","周","逨盘列祖先事迹受命关系","一手材料；列王不可逐条等同史实","逨盘；史墙盘比较材料","逨盘列祖先事迹受命关系的材料层次、年代与区域比较研究","贵族以祖先功劳争取位置","为王系提供线索也反映选择记忆","common/culture-thought.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-XUAN-YIN-JIFU","宣王时期说","周与北方政治体","尹吉甫在军旅诗器物中被塑为重臣","人物可见；战役不定","《诗经·六月》；尹吉甫相关器","尹吉甫在军旅诗器物中被塑为重臣的材料层次、年代与区域比较研究","朝廷需要统筹军队文辞赏赐中介","中兴叙事获得可歌咏行动者","frontiers/western-pressure.tex","传世叙事与出土或物质材料可交叉核对最小事实；器物、文本的年代与出土语境，以及其同叙事的对应，仍须逐项核验。","C"
"WZ-XUAN-NANYUE-ODES","宣王时期说","周与江汉淮夷方向","江汉常武书写南方军政活动","记忆可见；战役作者不定","《诗经·江汉》；《诗经·常武》","江汉常武书写南方军政活动的材料层次、年代与区域比较研究","北方受压仍须维持南方资源通道","多方向动员提高财政协调要求","frontiers/southern-expansion.tex","传世文献可保存政治语言或仪式传统；成文、传本与语境层次须辨明，不能直接还原事件现场。","C"
"WZ-XUAN-SHENBO-XIE","宣王时期说","周与申伯","崧高叙申伯受命赴谢营邑赐土","诗篇可见；谢地性质有争议","《诗经·崧高》；南阳考古资料","崧高叙申伯受命赴谢营邑赐土的材料层次、年代与区域比较研究","南方交通联盟需要贵族支点","受命诗使营邑和宗族关系相连","frontiers/southern-expansion.tex","传世叙事与出土或物质材料可交叉核对最小事实；器物、文本的年代与出土语境，以及其同叙事的对应，仍须逐项核验。","C"
"WZ-XUAN-HAN-HOU","宣王时期说","周与韩侯","韩奕书写韩侯受命赴封北方关系","诗歌可用；封地事迹不可坐实","《诗经·韩奕》；毛传；韩地考古","韩奕书写韩侯受命赴封北方关系的材料层次、年代与区域比较研究","北方通道需安置承担防务封君","诗篇保留封建想象而不足复原边界","frontiers/western-pressure.tex","传世叙事与出土或物质材料可交叉核对最小事实；器物、文本的年代与出土语境，以及其同叙事的对应，仍须逐项核验。","B"
"WZ-XUAN-ZHENG-HUANGONG","宣王晚期传统","周与郑","郑桓公受封后寄居虢郐的谱系叙事","谱系可用；迁徙次序有整理痕迹","《史记·郑世家》；《国语·郑语》","郑桓公受封后寄居虢郐的谱系叙事的材料层次、年代与区域比较研究","王畿宗亲在资源紧张时寻找安置空间","为东迁护卫和中原立国提供条件","states/royal-court/late-crises.tex","传世叙事保存事件顺序与政治记忆；成书、编纂与文学化使对白、动机、数字和精确细节不可视为现场记录。","B"
"WZ-XUAN-HUAIYI-ACTIONS","宣王时期说","周与淮夷东方封国","诗歌金文考古显示淮夷方向反复接触","趋势可靠；淮夷所指不明","东部西周金文；淮河流域考古","诗歌金文考古显示淮夷方向反复接触的材料层次、年代与区域比较研究","东方通道封国安全需持续维护","边缘治理成为长期成本","frontiers/southern-expansion.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","B"
"WZ-XUAN-JIANGRONG-TRADITION","宣王晚期传统","周与姜戎等","后出材料记千亩受挫姜戎冲突","材料较晚；地点败绩不确证","《国语·周语上》；《竹书纪年》","后出材料记千亩受挫姜戎冲突的材料层次、年代与区域比较研究","长期戍守可能削弱王室余力","只提供危机背景，不能归结覆亡","frontiers/western-pressure.tex","传世叙事保存事件顺序与政治记忆；成书、编纂与文学化使对白、动机、数字和精确细节不可视为现场记录。","C"
"WZ-LATE-KE-DING-ESTATE","西周晚期","周王畿贵族社会","克鼎田宅贝王命被保存为凭据","铭文可信；权利属性有分歧","克鼎铭文；西周土地语汇资料","克鼎田宅贝王命被保存为凭据的材料层次、年代与区域比较研究","服务无物资支撑便难持续","政治奖励转化为长期家产","common/economy-society.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-LATE-BRONZE-STYLE","西周晚期","周王畿与诸侯贵族社会","礼器纹饰器形铭文出现区域化变化","趋势可靠；不等于衰亡","晚西周青铜器类型学；诸侯墓地资料","礼器纹饰器形铭文出现区域化变化的材料层次、年代与区域比较研究","工匠原料消费偏好发生调整","区域差异成为资源配置窗口","common/culture-thought.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-LATE-ZHOUYUAN-ABANDONMENT","西周末至东周初","周原王畿","部分周原聚落窖藏出现中断转变","分期可见；不可全归因前771年","周原晚期层位；扶风考古报告","部分周原聚落窖藏出现中断转变的材料层次、年代与区域比较研究","交通改向动荡人口流动共同影响地方","西部基础受损节奏因地点而异","common/economy-society.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-YOU-ACCESSION","幽王即位期","周","幽王继承宣王，进入最后一代统治","王序可靠；初年资料不足","《史记·周本纪》；晚西周金文断代","幽王继承宣王，进入最后一代统治的材料层次、年代与区域比较研究","继承须在边防负担贵族竞争中完成","覆亡叙事不应遮蔽早期结构压力","states/royal-court/late-crises.tex","传世叙事与出土或物质材料可交叉核对最小事实；器物、文本的年代与出土语境，以及其同叙事的对应，仍须逐项核验。","C"
"WZ-YOU-BAOSI-TRADITION","幽王时期后出叙事","周、褒姒与诸侯","褒姒烽火失信诸侯故事流传","影响极大；烽火无同时代证据","《史记·周本纪》；《吕氏春秋》相关篇","褒姒烽火失信诸侯故事流传的材料层次、年代与区域比较研究","史家倾向以宫廷宠幸解释复杂危机","传说不能替代联盟继承边防分析","states/royal-court/late-crises.tex","《春秋》保存鲁国编年骨架；其极简且鲁国中心的记载不能单独证明动机、谈判、战术或鲁国外的完整局势。","C"
"WZ-YOU-YIJUI-REMOVAL","幽王时期传统","周与宜臼褒姒家族","幽王废申后太子宜臼，改立伯服","框架可信；程序动机有争议","《国语·郑语》；《史记·周本纪》；《左传·昭公二十六年》","幽王废申后太子宜臼，改立伯服的材料层次、年代与区域比较研究","嫡庶名分与外戚婚姻联盟交织","宫廷冲突外溢至申郑晋关系","states/royal-court/late-crises.tex","传世叙事保存事件顺序与政治记忆；成书、编纂与文学化使对白、动机、数字和精确细节不可视为现场记录。","B"
"WZ-YOU-YIJIOU-APPOINTMENT","幽王末年传统","周与宜臼","宜臼在申地或诸侯支持下保有继承地位","叙事可见；居处程序不明","《史记·周本纪》；《国语·郑语》","宜臼在申地或诸侯支持下保有继承地位的材料层次、年代与区域比较研究","被废太子仍有外家诸侯支持","为东迁后合法性争议埋下伏线","states/royal-court/late-crises.tex","传世叙事保存事件顺序与政治记忆；成书、编纂与文学化使对白、动机、数字和精确细节不可视为现场记录。","C"
"WZ-YOU-SHEN-MARQUIS-CONFLICT","幽王末年","周与申侯","申侯同幽王关系破裂被置于危机中心","破裂可信；动机难复原","《国语·郑语》；《史记·周本纪》；《竹书纪年》","申侯同幽王关系破裂被置于危机中心的材料层次、年代与区域比较研究","废后废太子改变申地政治利益","申侯成为反幽王联盟重要节点","states/royal-court/late-crises.tex","传世叙事保存事件顺序与政治记忆；成书、编纂与文学化使对白、动机、数字和精确细节不可视为现场记录。","B"
"WZ-YOU-QUANRONG-ALLIANCE","幽王末年（约前771年）","申、犬戎与周","申侯联合犬戎攻周的叙事解释防线失守","框架可据；路线条款有争议","《史记·周本纪》；《竹书纪年》","申侯联合犬戎攻周的叙事解释防线失守的材料层次、年代与区域比较研究","内部裂解给边缘武装进入关中机会","镐京防御突破，西部中心丧失","frontiers/western-pressure.tex","后出史学编纂可维系事件序列；其取舍、正统叙事与人物塑形不能单独确证动机、数字或细节。","B"
"WZ-771-MARQUIS-ZHENG-ESCORT","前771至前770年间","郑与周王室","郑氏家族在危机东迁护卫中角色被强调","传统可见；人物先后有疑义","《史记·郑世家》；《左传·隐公元年》","郑氏家族在危机东迁护卫中角色被强调的材料层次、年代与区域比较研究","郑人在东部已有立足需求","与周室特殊联系得以延续","states/royal-court/late-crises.tex","传世叙事保存事件顺序与政治记忆；成书、编纂与文学化使对白、动机、数字和精确细节不可视为现场记录。","B"
"WZ-771-QIN-XIANG-ESCORT","前771至前770年间","秦与周王室","秦本纪称襄公护送平王，周赐岐西","关系受重述；规模界线有争议","《史记·秦本纪》；《竹书纪年》；早期秦考古","秦本纪称襄公护送平王，周赐岐西的材料层次、年代与区域比较研究","撤退后须借当地军事家族维持通道","秦的西部地位被重新定义","frontiers/western-pressure.tex","传世叙事与出土或物质材料可交叉核对最小事实；器物、文本的年代与出土语境，以及其同叙事的对应，仍须逐项核验。","C"
"WZ-771-LUOYI-RECEPTION","前771至前770年间","周与成周地区政治体","成周宫室祭祀交通节点承接东迁","东迁可靠；接收细节不足","《史记·周本纪》；洛阳东周王城考古","成周宫室祭祀交通节点承接东迁的材料层次、年代与区域比较研究","镐京陷落后旧中心提供名分基础","成周转为中心，资源远不及宗周","states/eastern-network/chengzhou-and-eastern-settlement.tex","传世叙事与出土或物质材料可交叉核对最小事实；器物、文本的年代与出土语境，以及其同叙事的对应，仍须逐项核验。","B"
"WZ-771-HOUJI-ALT","前771年后的王统论述","周与后世史家","后世以后稷文武谱系重申天命来源","传统久远；年代层次不可混同","《诗经·生民》；《史记·周本纪》","后世以后稷文武谱系重申天命来源的材料层次、年代与区域比较研究","失去关中资源后更须以祖先说明名分","祖先叙事帮助东周保留共主语言","common/culture-thought.tex","后出史学编纂可维系事件序列；其取舍、正统叙事与人物塑形不能单独确证动机、数字或细节。","C"
"WZ-771-JIN-WENHOU-SUPPORT","平王初年传统","晋与东周","晋文侯辅佐平王记忆见于晋国谱系","支持可见；行动封赏年不定","《史记·晋世家》；《竹书纪年》","晋文侯辅佐平王记忆见于晋国谱系的材料层次、年代与区域比较研究","东迁王室缺乏自有武力","晋支持增强合法性并预示诸侯依赖","states/royal-court/late-crises.tex","后出史学编纂可维系事件序列；其取舍、正统叙事与人物塑形不能单独确证动机、数字或细节。","C"
"WZ-LATE-FENGHAO-DESTRUCTION","前771年前后","宗周王畿","镐京遭劫，西部都城体系难恢复","结局可靠；破坏范围不一","丰镐晚期层位；《史记·周本纪》","镐京遭劫，西部都城体系难恢复的材料层次、年代与区域比较研究","防线崩溃使宫室仓储道路失去维护","宗周不再运作，军财基础收缩","states/royal-court/late-crises.tex","后出史学编纂可维系事件序列；其取舍、正统叙事与人物塑形不能单独确证动机、数字或细节。","C"
"WZ-LATE-ZHOUYUAN-SETTLEMENT","西周末至东周初","周原及关中居民","周原聚落在东迁后调整居住生产","趋势可见；去向不可逐村确定","周原区域调查；关中聚落分期","周原聚落在东迁后调整居住生产的材料层次、年代与区域比较研究","政治中心东移改变劳役贸易安全预期","关中以不同速度适应失去王都环境","common/economy-society.tex","核心来源足以定位最小日期或相对次序；其文体、保存过程与覆盖范围仍限制对动机、数字、路线和执行程度的判断。","B"
"WZ-LATE-LIULIHE-CONTINUITY","西周末至东周初","燕及北方封国","琉璃河遗存显示地方中心持续或重组","遗存可比；不可直连镐京事件","琉璃河晚期材料；燕国青铜器","琉璃河遗存显示地方中心持续或重组的材料层次、年代与区域比较研究","封国拥有城址墓地地方资源","网络解体不等于北方中心中断","states/eastern-network/enfeoffment-network.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-LATE-TIANMA-QUCUN","西周末至东周初","晋与周","天马曲村墓地跨期显示晋侯仪式连续","连续可靠；影响不能逐墓判断","天马曲村跨期分期；晋侯器铭","天马曲村墓地跨期显示晋侯仪式连续的材料层次、年代与区域比较研究","晋国宗亲有土地交通资源","为其介入东周事务提供家族基础","states/eastern-network/enfeoffment-network.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-LATE-CEMETERY-REGIONALITY","西周晚期至东周初","周及诸侯贵族社会","各地墓葬随葬铭文传统不同步变化","趋势可靠；不等于政治分裂","关中三晋燕鲁墓地资料","各地墓葬随葬铭文传统不同步变化的材料层次、年代与区域比较研究","王室资源减少使仪式依赖区域供给","地方化与共同礼器语汇并存","common/culture-thought.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-LATE-ODE-RITUAL","西周末至东周初传承过程","周与诸侯礼乐传统","雅颂在传抄解释中保存祭祀朝会记忆","层次复杂；编定时间较晚","《诗经·周颂》；《毛诗序》；出土诗简","雅颂在传抄解释中保存祭祀朝会记忆的材料层次、年代与区域比较研究","礼乐文本可保存共同历史语言","成为后世理解西周秩序资源","common/culture-thought.tex","传世叙事与出土或物质材料可交叉核对最小事实；器物、文本的年代与出土语境，以及其同叙事的对应，仍须逐项核验。","C"
"WZ-LATE-CLASSIC-TRANSMISSION","战国至汉代文献整理","周史传统与后世学者","尚书周书周本纪重构西周事件序列","传承可考；版本差异显著","《尚书》周书；《史记·周本纪》；清华简系年","尚书周书周本纪重构西周事件序列的材料层次、年代与区域比较研究","原始档案多不存，后人依传抄组织记忆","证据判断须纳入文本形成史","common/culture-thought.tex","传世叙事与出土或物质材料可交叉核对最小事实；器物、文本的年代与出土语境，以及其同叙事的对应，仍须逐项核验。","C"
"WZ-LATE-MEMORY-KING-LINEAGE","西周末至战国礼器记忆","周王统与贵族家族","史墙盘逨盘王系成为校核周序材料","器铭一手；省略修辞不可忽略","史墙盘；逨盘；《史记·周本纪》","史墙盘逨盘王系成为校核周序材料的材料层次、年代与区域比较研究","家族借列王祖先功业确认位置","有助重建年代，也须校正作者立场","common/chronology.tex","传世叙事与出土或物质材料可交叉核对最小事实；器物、文本的年代与出土语境，以及其同叙事的对应，仍须逐项核验。","C"
"WZ-771-EASTERN-ROYAL-TREASURY","东迁初期","东周王室","王室在成周重组礼器随从可用资源","结局可靠；清单机构不足","东周王城考古；西周青铜器流传研究","王室在成周重组礼器随从可用资源的材料层次、年代与区域比较研究","失去宗周仓储后须维持宗庙运作","资源收缩使王权更依赖诸侯贡献","../spring-autumn/states/zhou/royal-court.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-770-ROYAL-COURT-RECONSTITUTION","平王东迁初期","东周与诸侯","平王在洛邑重建朝廷朝会关系","东迁年可靠；初年官制有争议","《史记·周本纪》；《左传·隐公元年》；王城考古","平王在洛邑重建朝廷朝会关系的材料层次、年代与区域比较研究","成周节点诸侯支持使王室延续","保留礼仪优势，军政更受诸侯限制","../spring-autumn/states/zhou/royal-court.tex","传世叙事与出土或物质材料可交叉核对最小事实；器物、文本的年代与出土语境，以及其同叙事的对应，仍须逐项核验。","C"
"WZ-MID-SUIGONG-XU","西周中期","周","遂公盨记录禹德政与王室历史叙述","器铭可靠；文本关系有争议","遂公盨铭文；西周金文集成","遂公盨记录禹德政与王室历史叙述的材料层次、年代与区域比较研究","贵族需以古代治水叙事说明伦理","历史记忆也进入礼器政治","common/culture-thought.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-MID-SHIHU-GUI","西周中期","周","师虎簋记受命者朝廷服务作器祭祀","器铭可据；职务待释","师虎簋铭文；册命金文比较","师虎簋记受命者朝廷服务作器祭祀的材料层次、年代与区域比较研究","王命须经执行者转为日常事务","作器把职司经验固定为凭据","states/royal-court/cheng-kang-mu.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-YOU-THREE-RIVERS-TRADITION","幽王初年灾异后出叙事","周与后世史家","国语将三川竭岐山崩列为危机征兆","叙事较晚；年代自然事件不确证","《国语·周语下》；《史记·周本纪》","国语将三川竭岐山崩列为危机征兆的材料层次、年代与区域比较研究","后世以自然异常解释王朝失序","展示因果观念，不能替代环境史证据","states/royal-court/late-crises.tex","传世叙事保存事件顺序与政治记忆；成书、编纂与文学化使对白、动机、数字和精确细节不可视为现场记录。","C"
